"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"967308024";"Земельный участок";"79:01:0500051";932;"Договор купли-продажи";"04.2014";"04.2014";2550000,00;2736,05;;"Земли населенных пунктов";;;;"Ипотека";;;"99401000000";"Еврейская автономная область";;"Биробиджан";;"Юбилейная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6432336890
"45654024";"Земельный участок";"79:06:3000003";1500;"Договор купли-продажи";"05.2014";"05.2014";20604,36;13,74;"1/5";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"99230555000";"Еврейская автономная область";"Смидовичский";;"Волочаевка-2";"Вокзальная";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6432336924
"494189024";"Земельный участок";"79:01:0300044";1000;"Договор купли-продажи";"04.2013";"04.2013";1700000,00;1700,00;;"Земли населенных пунктов";;;;"Ипотека";;;"99401000000";"Еврейская автономная область";;"Биробиджан";;"Январская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6432336944
"46017024";"Земельный участок";"79:01:0200028";951;"Договор купли-продажи";"01.2014";"02.2014";429408,50;451,53;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"99401000000";"Еврейская автономная область";;"Биробиджан";;"Инженерная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6432336952
"126434024";"Земельный участок";"79:01:0500031";1000;"Договор купли-продажи";"04.2011";"04.2011";340000,00;340,00;"1/4";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"99401000000";"Еврейская автономная область";;"Биробиджан";;"Школьная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6432337015
"117680024";"Земельный участок";"79:05:4100004";9712;"Договор купли-продажи";"02.2009";"03.2009";5862216,00;603,61;;"Земли населенных пунктов";;;;"Ипотека";;;"99220565000";"Еврейская автономная область";"Облученский";;"Лондоко-Завод";;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6432337022
"118225024";"Земельный участок";"79:02:2000004";2600;"Договор купли-продажи";"02.2008";"02.2008";30000,00;11,54;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"99225840001";"Еврейская автономная область";"Октябрьский";;"Полевое";"Гагарина";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6432337032
"45654024";"Земельный участок";"79:06:3000003";1500;"Договор купли-продажи";"05.2014";"05.2014";20604,36;13,74;"1/5";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"99230555000";"Еврейская автономная область";"Смидовичский";;"Волочаевка-2";"Вокзальная";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6432337041
"205994024";"Земельный участок";"79:02:1300016";1300;"Договор купли-продажи";"10.2011";"10.2011";400000,00;307,69;"1/7";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"99225805001";"Еврейская автономная область";"Октябрьский";;"Амурзет";"Гагарина";;7;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6432337069
"164214024";"Земельный участок";"79:01:0500031";760;"Договор купли-продажи";"02.2011";"03.2011";330000,00;434,21;;"Земли населенных пунктов";;;;"Ипотека";;;"99401000000";"Еврейская автономная область";;"Биробиджан";;"Серышева";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6432337071
