"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"13422004";"Земельный участок";"27:07:0030102";1911;"Договор купли-продажи";"04.2000";"04.2000";5000,00;2,62;;"Земли населенных пунктов";;;;"Без обременения";;;"08220000019";"Хабаровский край";"Комсомольский";;"Нижние Халбы";"Ленина";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6435603057
"17287009";"Земельный участок";"27:13:0203004";1946,32;"Договор купли-продажи";"01.2004";"01.2004";504,00;0,26;;"Земли населенных пунктов";"Для размещения объектов, характерных для населенных пунктов";;;"Без обременения";;;"08242562000";"Хабаровский край";"Советско-Гаванский";;"Лососина";"Герцена";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6435603067
"5429006";"Земельный участок";"27:06:0020822";1200;"Договор купли-продажи";"05.2013";"05.2013";950000,00;791,67;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08217501000";"Хабаровский край";"Вяземский";"Вяземский";;"Школьная";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6435603110
"173810004";"Земельный участок";"27:22:0041012";981;"Договор купли-продажи";"04.2014";"04.2014";3240000,00;3302,75;"1/6";"Земли населенных пунктов";;;;"Ипотека";;;"08409000000";"Хабаровский край";;"Комсомольск-на-Амуре";;"Мичурина";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6435603114
"739396020";"Земельный участок";"27:06:0020607";977;"Договор купли-продажи";"04.2014";"04.2014";2173500,00;2224,67;"1/3";"Земли населенных пунктов";;;;"Ипотека";;;"08217000004";"Хабаровский край";"Вяземский";;"Аван";"Садовый";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6435603148
"1205005";"Земельный участок";"27:01:0000051";600;"Договор купли-продажи";"05.1998";"10.1999";2000,00;3,33;;"Земли сельскохозяйственного назначения";"Для ведения гражданами садоводства и огородничества";;;"Без обременения";;;"08203000005";"Хабаровский край";"Амурский";;"Ачан";;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6435603203
"651406020";"Земельный участок";"27:08:0020410";2600;"Договор купли-продажи";"07.2010";"08.2010";2024000,00;778,46;"1/6";"Земли населенных пунктов";;;;"Ипотека";;;"08224000023";"Хабаровский край";"Имени Лазо";;"Бичевая";"Партизанская";;7;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6435603236
"125447020";"Земельный участок";"27:23:0051251";1374;"Договор купли-продажи";"08.2013";"08.2013";3180000,00;2314,41;"1/2";"Земли населенных пунктов";;;;"Ипотека";;;"08401000000";"Хабаровский край";;"Хабаровск";;"Сретенская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6435603270
"123948020";"Земельный участок";"27:08:0020414";2599;"Договор купли-продажи";"08.2010";"08.2010";5000,00;1,92;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"08224000023";"Хабаровский край";"Имени Лазо";;"Бичевая";"Набережная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6435603296
"8832006";"Земельный участок";"27:06:0020730";1200;"Договор купли-продажи";"06.2012";"06.2012";390000,00;325,00;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"08217501000";"Хабаровский край";"Вяземский";"Вяземский";;"Уссурийская";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6435603362
"416357004";"Земельный участок";"27:22:0031112";674;"Договор купли-продажи";"07.2012";"07.2012";359000,00;532,64;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08409000000";"Хабаровский край";;"Комсомольск-на-Амуре";;"Крымская";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6435603381
