"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"602557004";"Земельный участок";"27:22:0040909";625;"Договор купли-продажи";"04.2013";"07.2013";400000,00;640,00;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08409000000";"Хабаровский край";;"Комсомольск-на-Амуре";;"Луговая 1-я";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6435320103
"510081020";"Земельный участок";"27:17:0328001";648;"Договор купли-продажи";"03.2015";"04.2015";75000,00;115,74;;"Земли населенных пунктов";"Для ведения гражданами садоводства и огородничества";;;"Ипотека";;;"08255000057";"Хабаровский край";"Хабаровский";;"Скворцово";;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6435320119
"590669020";"Земельный участок";"27:23:0041720";1532,5;"Договор купли-продажи";"03.2011";"03.2011";1500000,00;978,79;;"Земли населенных пунктов";;;;"Ипотека";;;"08401363000";"Хабаровский край";;"Хабаровск";;"Мичурина";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6435320127
"15172020";"Земельный участок";"27:17:0301706";925;"Договор купли-продажи";"10.2011";"10.2011";600000,00;648,65;"3/12";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"08255000000";"Хабаровский край";"Хабаровский";;"Матвеевка";;;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6435320149
"515892020";"Земельный участок";"27:08:0010702";1100;"Договор купли-продажи";"11.2010";"11.2010";1000000,00;909,09;"1/3";"Земли населенных пунктов";;;;"Ипотека";;;"08224000037";"Хабаровский край";"Имени Лазо";;"Соколовка";"Специалистов";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6435320175
"2695002";"Земельный участок";"27:05:0601037";832,93;"Договор купли-продажи";"06.2012";"07.2012";6000000,00;7203,49;;"Земли населенных пунктов";;;;"Ипотека";;;"08214551000";"Хабаровский край";"Верхнебуреинский";;"Чегдомын";"Пионерская";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6435320186
"878272020";"Земельный участок";"27:08:0020409";3300;"Договор купли-продажи";"06.2012";"07.2012";350000,00;106,06;"1/3";"Земли населенных пунктов";;;;"Ипотека";;;"08224000023";"Хабаровский край";"Имени Лазо";;"Бичевая";"Партизанская";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6435320191
"513506020";"Земельный участок";"27:17:0313901";596;"Договор купли-продажи";"11.2014";"12.2014";429408,50;720,48;"1/4";"Земли сельскохозяйственного назначения";"Для ведения гражданами садоводства и огородничества";;;"Ипотека";;;"08255000000";"Хабаровский край";"Хабаровский";;"Нагорное";;;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6435320207
"137005020";"Земельный участок";"27:17:0300601";7855;"Договор купли-продажи";"07.2013";"07.2013";10000000,00;1273,07;;"Земли населенных пунктов";;;;"Ипотека";;;"08255000016";"Хабаровский край";"Хабаровский";;"Восточное";"Клубная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6435320258
"554557004";"Земельный участок";"27:07:0050112";3000;"Договор купли-продажи";"11.2012";"11.2012";360546,00;120,18;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08220000024";"Хабаровский край";"Комсомольский";;"Селихино";"Набережная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6435320405
