"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"551182020";"Земельный участок";"27:08:0010231";2243;"Договор купли-продажи";"09.2014";"09.2014";749000,00;333,93;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"08224551000";"Хабаровский край";"Имени Лазо";;"Переяславка";"Матросова";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6435939145
"28067010";"Земельный участок";"27:20:0010117";644;"Договор купли-продажи";"02.2008";"03.2008";360000,00;559,01;;"Земли населенных пунктов";;;;"Ипотека";;;"08414000000";"Хабаровский край";;"Николаевск-на-Амуре";;;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6435939204
"33520006";"Земельный участок";"27:19:0010207";1345;"Договор купли-продажи";"09.2009";"09.2009";100000,00;74,35;"1/2";"Земли населенных пунктов";;;;"Ипотека";;;"08406000000";"Хабаровский край";;"Бикин";;"Бонивура";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6435939286
"836412020";"Земельный участок";"27:09:0000104";1071;"Договор купли-продажи";"05.2014";"05.2014";10000,00;9,34;"1/5";"Земли населенных пунктов";;;;"Ипотека";;;"08228000001";"Хабаровский край";"Нанайский";;"Троицкое";"Первомайская";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6435939290
"31628006";"Земельный участок";"27:06:0020405";1200;"Договор купли-продажи";"01.2014";"02.2014";350000,00;291,67;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"08217000019";"Хабаровский край";"Вяземский";;"Шереметьево";"Мира 1-я";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6435940314
"4992000";"Земельный участок";"27:12:0010102";1835;"Договор купли-продажи";"11.2015";"12.2015";893000,00;486,65;"1/2";"Земли населенных пунктов";;;;"Ипотека";;;"08237000004";"Хабаровский край";"Имени Полины Осипенко";;"Бриакан";"Рабочая";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6435940322
"164495020";"Земельный участок";"27:23:0010433";932;"Договор купли-продажи";"02.2011";"02.2011";351640,37;377,30;"1/3";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"08401371000";"Хабаровский край";;"Хабаровск";;"Перспективная";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6435940329
"2071379020";"Земельный участок";"27:23:0041705";701,77;"Договор купли-продажи";"06.2014";"07.2014";100000,00;142,50;;"Земли населенных пунктов";;;;"Ипотека";;;"08401363000";"Хабаровский край";;"Хабаровск";;"Народная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6435940330
"36578006";"Земельный участок";"27:19:0010222";1100;"Договор купли-продажи";"12.2012";"12.2012";1264000,00;1149,09;"1/5";"Земли населенных пунктов";;;;"Ипотека";;;"08406000000";"Хабаровский край";;"Бикин";;"Киевская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6435940361
"9363005";"Земельный участок";"27:01:0000050";800;"Договор купли-продажи";"08.2003";"09.2003";20000,00;25,00;;"Земли сельскохозяйственного назначения";"Для ведения гражданами садоводства и огородничества";;;"Ипотека";;;"08203000000";"Хабаровский край";"Амурский";;"Туманное";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6435940407
