"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"199695020";"Земельный участок";"27:23:0040820";1506;"Договор купли-продажи";"06.2010";"06.2010";20000,00;13,28;"1/5";"Земли населенных пунктов";;;;"Ипотека";;;"08401363000";"Хабаровский край";;"Хабаровск";;"Нефтяная";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6436129606
"164323020";"Земельный участок";"27:08:0010343";1800;"Договор купли-продажи";"08.2011";"08.2011";150000,00;83,33;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"08224557000";"Хабаровский край";"Имени Лазо";;"Хор";"Шоссейная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6436129782
"635607020";"Земельный участок";"27:08:0010301";1030;"Договор купли-продажи";"06.2011";"07.2011";338000,00;328,16;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08224557000";"Хабаровский край";"Имени Лазо";;"Хор";"Мира";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6436129897
"464414020";"Земельный участок";"27:08:0020130";1590;"Договор купли-продажи";"08.2012";"08.2012";1695200,00;1066,16;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"08224554000";"Хабаровский край";"Имени Лазо";;"Мухен";"Постышева";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6436129900
"1077333004";"Земельный участок";"27:22:0031015";556;"Договор купли-продажи";"12.2015";"12.2015";500000,00;899,28;"1/2";"Земли населенных пунктов";;;;"Ипотека";;;"08409000000";"Хабаровский край";;"Комсомольск-на-Амуре";;"Лесная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6436129982
"564877020";"Земельный участок";"27:23:0011127";1000;"Договор купли-продажи";"12.2012";"12.2012";500000,00;500,00;"1/8";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"08401371000";"Хабаровский край";;"Хабаровск";;"Тополиная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6436130037
"22703000";"Земельный участок";"27:04:0501001";1528;"Договор купли-продажи";"11.2015";"11.2015";413413,84;270,56;"1/3";"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"08212000003";"Хабаровский край";"Ванинский";;"Кенада";"Пионерская";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2015";"Не указан";"Не указан";"Сделка";6436130055
"26296010";"Земельный участок";"27:20:0010124";470,9;"Договор купли-продажи";"09.2007";"10.2007";170000,00;361,01;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"08414000000";"Хабаровский край";;"Николаевск-на-Амуре";;"Красноармейская";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6436130082
"420417020";"Земельный участок";"27:17:0625001";11000;"Договор купли-продажи";"11.2012";"11.2012";95000000,00;8636,36;;"Земли сельскохозяйственного назначения";"Для сельскохозяйственного производства";;;"Ипотека";;;"08255000034";"Хабаровский край";"Хабаровский";;"Краснореченское";;;78;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6436130137
"190785004";"Земельный участок";"27:22:0040608";549;"Договор купли-продажи";"11.2013";"12.2013";2790000,00;5081,97;"1/2";"Земли населенных пунктов";;;;"Ипотека";;;"08409000000";"Хабаровский край";;"Комсомольск-на-Амуре";;"Аренского";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6436130158
