"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"51003018";"Земельный участок";"25:31:010402";678;"Договор купли-продажи";"05.2016";"05.2016";14000000,00;20648,97;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"05414000000";"Приморский край";;"Находка";;"Приморская";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6472231378
"15980019";"Земельный участок";"25:22:120001";1500;"Договор купли-продажи";"05.2016";"05.2016";1429989,00;953,33;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"05253558000";"Приморский край";"Черниговский";;"Сибирцево";"Горького";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6472231396
"100076012";"Земельный участок";"25:34:017401";12838;"Договор купли-продажи";"05.2016";"05.2016";292500000,00;22783,92;;"Земли населенных пунктов";;;;"Ипотека";;;"05423000000";"Приморский край";;"Уссурийск";;"Сергея Ушакова";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6472231402
"888655001";"Земельный участок";"25:28:050008";1727;"Договор купли-продажи";"10.2014";"10.2014";2800000,00;1621,31;;"Земли населенных пунктов";;;;"Ипотека";;;"05401372000";"Приморский край";;"Владивосток";;"3 Ключ";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6472231411
"471224012";"Земельный участок";"25:34:016502";1066;"Договор купли-продажи";"05.2016";"05.2016";1133813,00;1063,61;"1/3";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"05423000000";"Приморский край";;"Уссурийск";;"Бонивура";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6472231435
"240389012";"Земельный участок";"25:34:016401";570;"Договор купли-продажи";"05.2016";"05.2016";2033026,00;3566,71;"17/20";"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"05423000000";"Приморский край";;"Уссурийск";;"Энгельса";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6472280345
"240389012";"Земельный участок";"25:34:016401";570;"Договор купли-продажи";"05.2016";"05.2016";2033026,00;3566,71;"1/20";"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"05423000000";"Приморский край";;"Уссурийск";;"Энгельса";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6472280371
"193217002";"Земельный участок";"25:08:020401";96693;"Договор купли-продажи";"05.2016";"05.2016";160000,00;1,65;;"Земли сельскохозяйственного назначения";"Для сельскохозяйственного производства";;;"Ипотека";;;"05411000019";"Приморский край";;"Лесозаводск";"Тихменево";"Набережная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6472280372
"240389012";"Земельный участок";"25:34:016401";570;"Договор купли-продажи";"05.2016";"05.2016";2033026,00;3566,71;"1/20";"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"05423000000";"Приморский край";;"Уссурийск";;"Энгельса";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6472280373
"40499023";"Земельный участок";"25:26:010306";530;"Договор купли-продажи";"05.2016";"05.2016";1414937,00;2669,69;;"Земли населенных пунктов";;;;"Ипотека";;;"05403000000";"Приморский край";;"Арсеньев";;"Сухановская";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6472280376
"40499023";"Земельный участок";"25:26:010306";530;"Договор купли-продажи";"05.2016";"05.2016";885063,00;1669,93;;"Земли населенных пунктов";;;;"Ипотека";;;"05403000000";"Приморский край";;"Арсеньев";;"Сухановская";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6472280389
