"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"70742011";"Земельный участок";"25:20:210103";2500;"Договор купли-продажи";"07.2012";"07.2012";2037,15;0,81;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05248551000";"Приморский край";"Хасанский";;"Славянка";"Героев Хасана";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6453273385
"23420014";"Земельный участок";"25:33:180116";1500;"Договор купли-продажи";"07.2015";"07.2015";412000,00;274,67;"1/4";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"05417000000";"Приморский край";;"Партизанск";;"Островского";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6453273396
"30064002";"Земельный участок";"25:08:120401";4356;"Договор купли-продажи";"06.2008";"07.2008";60000,00;13,77;;"Земли населенных пунктов";;;;"Без обременения";;;"05411000017";"Приморский край";;"Лесозаводск";"Ружино";"Совхозная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6453273579
"36569010";"Земельный участок";"25:04:040025";1400;"Договор купли-продажи";"06.2011";"06.2011";343860,37;245,61;"1/2";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Без обременения";;;"05210551000";"Приморский край";"Кавалеровский";;"Кавалерово";"Березовая";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6453273766
"20173019";"Земельный участок";"25:22:020105";2500;"Договор купли-продажи";"12.2007";"12.2007";900000,00;360,00;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05253000001";"Приморский край";"Черниговский";;"Черниговка";"Гацева";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6453273774
"36439023";"Земельный участок";"25:25:180001";5000;"Договор купли-продажи";"12.2005";"01.2006";90000,00;18,00;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000004";"Приморский край";"Яковлевский";;"Варфоломеевка";"Пролетарская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6453273784
"41174009";"Земельный участок";"25:03:080001";1200;"Договор купли-продажи";"12.2008";"01.2009";20000,00;16,67;;"Земли населенных пунктов";;;;"Без обременения";;;"05407000002";"Приморский край";;"Дальнегорск";"Каменка";"Партизанская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6453273825
"314973001";"Земельный участок";"25:28:040013";609;"Договор купли-продажи";"10.2008";"11.2008";499500,00;820,20;"1/2";"Земли населенных пунктов";;;;"Без обременения";;;"05401369000";"Приморский край";;"Владивосток";;"Днепровская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6453273829
"35573023";"Земельный участок";"25:26:010104";632,26;"Договор купли-продажи";"01.2014";"01.2014";2700000,00;4270,40;;"Земли населенных пунктов";;;;"Ипотека";;;"05403000000";"Приморский край";;"Арсеньев";;"Станционная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6453273880
"27725017";"Земельный участок";"25:15:080106";6501;"Договор купли-продажи";"05.2012";"05.2012";3200000,00;492,23;;"Земли населенных пунктов";;;;"Ипотека";;;"05234551000";"Приморский край";"Пожарский";;"Лучегорск";"Геологов";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6453273891
"68603022";"Земельный участок";"25:13:030208";2070;"Договор купли-продажи";"07.2013";"08.2013";641000,00;309,66;"1/5";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"05230000013";"Приморский край";"Партизанский";;"Новая Сила";"Комарова";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6453273926
"231620001";"Земельный участок";"25:28:030017";755;"Договор купли-продажи";"04.2008";"05.2008";1730000,00;2291,39;;"Земли населенных пунктов";;;;"Без обременения";;;"05401367000";"Приморский край";;"Владивосток";;"Нарвская";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6453274097
"24840002";"Земельный участок";"25:05:220101";4600;"Договор купли-продажи";"08.2008";"09.2008";20000,00;4,35;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Без обременения";;;"05212000017";"Приморский край";"Кировский";;"Подгорное";"Таежная";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6453274248
"213345023";"Земельный участок";"25:26:010209";600;"Договор купли-продажи";"07.2014";"07.2014";430000,00;716,67;;"Земли населенных пунктов";;;;"Ипотека";;;"05403000000";"Приморский край";;"Арсеньев";;"Целинная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6453274250
"83106011";"Земельный участок";"25:20:340101";2500;"Договор купли-продажи";"05.2013";"05.2013";1671,00;0,67;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05248553000";"Приморский край";"Хасанский";;"Зарубино";"Строительная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6453274302
"36740023";"Земельный участок";"25:26:010203";893;"Договор купли-продажи";"05.2006";"06.2006";2000,00;2,24;"1/4";"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Приморская";;7;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6453275357
"64970006";"Земельный участок";"25:27:030201";1158;"Договор купли-продажи";"02.2009";"03.2009";1000000,00;863,56;;"Земли населенных пунктов";;;;"Без обременения";;;"05405000000";"Приморский край";;"Артем";;"Колхозная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6453275419
"34609006";"Земельный участок";"25:27:030106";957;"Договор купли-продажи";"02.2012";"02.2012";1000000,00;1044,93;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Без обременения";;;"05405000000";"Приморский край";;"Артем";;"Комсомольская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2000";"Не указан";"Не указан";"Сделка";6453275480
"42770023";"Земельный участок";"25:26:030205";929;"Договор купли-продажи";"07.2008";"07.2008";2200000,00;2368,14;;"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Черняховского";;7;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6453275506
