"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"37088023";"Земельный участок";"25:26:010105";616,99;"Договор купли-продажи";"09.2011";"09.2011";10000,00;16,21;;"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6468506350
"59212023";"Земельный участок";"25:25:200001";1200;"Договор купли-продажи";"11.2009";"11.2009";40000,00;33,33;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Железнодорожная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6468506351
"26869013";"Земельный участок";"25:21:160108";1800;"Договор купли-продажи";"12.2008";"01.2009";10000,00;5,56;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05250000001";"Приморский край";"Хорольский";;"Хороль";"Чапаева";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6468506353
"51515023";"Земельный участок";"25:26:030302";538;"Договор купли-продажи";"10.2012";"10.2012";400000,00;743,49;"1/3";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"8 Марта";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6468506354
"30564023";"Земельный участок";"25:25:200001";1600;"Договор купли-продажи";"07.2008";"08.2008";420000,00;262,50;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Центральная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6468506356
"89547023";"Земельный участок";"25:25:220002";1600;"Договор купли-продажи";"06.2011";"07.2011";50000,00;31,25;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000018";"Приморский край";"Яковлевский";;"Сысоевка";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6468506358
"30564023";"Земельный участок";"25:25:200001";1600;"Договор купли-продажи";"06.2010";"07.2010";10000,00;6,25;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Центральная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6468506359
"66168023";"Земельный участок";"25:25:200001";2200;"Договор купли-продажи";"06.2010";"07.2010";50000,00;22,73;"1/6";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Восточная";;12;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6468506360
"66751023";"Земельный участок";"25:25:200001";1500;"Договор купли-продажи";"10.2010";"10.2010";100000,00;66,67;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Восточная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6468506361
"30564023";"Земельный участок";"25:25:200001";1600;"Договор купли-продажи";"06.2010";"07.2010";10000,00;6,25;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Центральная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"1999";"Не указан";"Не указан";"Сделка";6468506362
"47358023";"Земельный участок";"25:25:200001";989;"Договор купли-продажи";"09.2009";"10.2009";60000,00;60,67;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Овражная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6468506363
"99901023";"Земельный участок";"25:25:210003";1800;"Договор купли-продажи";"02.2013";"03.2013";50000,00;27,78;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000010";"Приморский край";"Яковлевский";;"Минеральное";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6468506365
"47324023";"Земельный участок";"25:25:200001";1500;"Договор купли-продажи";"12.2008";"12.2008";1000,00;0,67;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Нижневосточная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6468506368
"54513023";"Земельный участок";"25:26:030209";975;"Договор купли-продажи";"09.2012";"10.2012";1000,00;1,03;;"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Совхозная";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6468506373
"39267023";"Земельный участок";"25:26:030208";831,8;"Договор купли-продажи";"07.2012";"07.2012";10000,00;12,02;;"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Совхозная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6468506374
"72656023";"Земельный участок";"25:26:010106";584;"Договор купли-продажи";"02.2012";"03.2012";700000,00;1198,63;"2/3";"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Станционная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6468506375
"86695023";"Земельный участок";"25:25:220002";2613;"Договор купли-продажи";"12.2011";"12.2011";40000,00;15,31;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000018";"Приморский край";"Яковлевский";;"Сысоевка";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6468506376
"40542023";"Земельный участок";"25:26:030235";920,57;"Договор купли-продажи";"12.2012";"12.2012";30000,00;32,59;;"Земли населенных пунктов";"Для ведения гражданами садоводства и огородничества";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Советская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6468506381
"49108023";"Земельный участок";"25:26:010107";600;"Договор купли-продажи";"02.2012";"02.2012";1000,00;1,67;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Володарского";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6468506386
"41749023";"Земельный участок";"25:26:030209";1529;"Договор купли-продажи";"01.2012";"01.2012";100000,00;65,40;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Речная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6468506387
"84402023";"Земельный участок";"25:26:030209";1637,3;"Договор купли-продажи";"02.2011";"02.2011";2000000,00;1221,52;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Совхозная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6468506388
"30639023";"Земельный участок";"25:25:200001";1700;"Договор купли-продажи";"07.2012";"07.2012";300000,00;176,47;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05259000012";"Приморский край";"Яковлевский";;"Новосысоевка";"Кооперативная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6468506392
"43684023";"Земельный участок";"25:26:010205";962;"Договор купли-продажи";"04.2011";"04.2011";10000,00;10,40;"1/2";"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Кутузова";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6468506393
"104589023";"Земельный участок";"25:26:010105";600;"Договор купли-продажи";"04.2012";"05.2012";10000,00;16,67;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Станционная";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6468506394
"66585023";"Земельный участок";"25:26:030208";600;"Договор купли-продажи";"06.2011";"07.2011";10000,00;16,67;;"Земли населенных пунктов";;;;"Без обременения";;;"05403000000";"Приморский край";;"Арсеньев";;"Мичурина";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6468506395
"17233013";"Земельный участок";"25:21:160107";1630;"Договор купли-продажи";"03.2009";"04.2009";5000,00;3,07;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"05250000001";"Приморский край";"Хорольский";;"Хороль";"Садовая";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6468506396
