"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"15561002";"Земельный участок";"28:23:020711";1576;"Договор купли-продажи";"04.2011";"04.2011";388860,37;246,74;"1/6";"Земли населенных пунктов";;;;"Ипотека";;;"10247551000";"Амурская область";"Серышевский";;"Серышево";;;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6450426363
"402843001";"Земельный участок";"28:14:011710";2700;"Договор купли-продажи";"05.2015";"05.2015";390000,00;144,44;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"10228810001";"Амурская область";"Ивановский";;"Дмитриевка";;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6450426370
"48436007";"Земельный участок";"28:05:010629";1917;"Договор купли-продажи";"01.2007";"02.2007";90000,00;46,95;;"Земли населенных пунктов";;;;"Без обременения";;;"10430000000";"Амурская область";;"Свободный";;"Почтамтская";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6450426380
"15446102";"Земельный участок";"28:23:010402";2500;"Договор купли-продажи";"09.2012";"10.2012";359191,00;143,68;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10247812003";"Амурская область";"Серышевский";;"Ключики";"Центральная";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6450426393
"17667001";"Земельный участок";"28:10:021003";5042;"Договор купли-продажи";"07.2015";"07.2015";453026,00;89,85;"1/6";"Земли населенных пунктов";;;;"Ипотека";;;"10211808001";"Амурская область";"Благовещенский";;"Волково";;;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2001";"Не указан";"Не указан";"Сделка";6450426395
"22421111";"Земельный участок";"28:16:014730";849;"Договор купли-продажи";"10.2011";"10.2011";201000,00;236,75;;"Земли населенных пунктов";;;;"Без обременения";;;"10231560000";"Амурская область";"Магдагачинский";;"Сиваки";"Торговая";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6450426403
"57652008";"Земельный участок";"28:25:011203";1500;"Договор купли-продажи";"07.2013";"07.2013";394668,67;263,11;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10251808001";"Амурская область";"Тамбовский";;"Жариково";;;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6450426404
"2476102";"Земельный участок";"28:23:010703";3000;"Договор купли-продажи";"09.2012";"10.2012";387640,30;129,21;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"10247844001";"Амурская область";"Серышевский";;"Поляна";"Советская";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6450426410
"2193002";"Земельный участок";"28:23:010911";4602;"Договор купли-продажи";"08.2014";"08.2014";429408,50;93,31;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"10247848001";"Амурская область";"Серышевский";;"Томское";"Ленина";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6450426416
"39943008";"Земельный участок";"28:25:010311";2479;"Договор купли-продажи";"11.2013";"12.2013";378947,55;152,86;"1/5";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10251856002";"Амурская область";"Тамбовский";;"Косицино";"Шоссейная";;10;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6450426432
