"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"79301012";"Земельный участок";"28:04:010432";1178;"Договор купли-продажи";"05.2015";"05.2015";750000,00;636,67;"1/5";"Земли населенных пунктов";;;;"Ипотека";;;"10420000000";"Амурская область";;"Райчихинск";;;;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6450212802
"9579102";"Земельный участок";"28:23:020843";1406;"Договор купли-продажи";"11.2012";"11.2012";356844,16;253,80;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10247551000";"Амурская область";"Серышевский";;"Серышево";;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6450212806
"951519001";"Земельный участок";"28:10:013002";17406;"Договор купли-продажи";"07.2014";"09.2014";20000400,00;1149,05;;"Земли населенных пунктов";;;;"Ипотека";;;"10211840001";"Амурская область";"Благовещенский";;"Чигири";;;20;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6450212811
"26481004";"Земельный участок";"28:12:010504";491;"Договор купли-продажи";"06.2009";"07.2009";5000,00;10,18;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"10221501000";"Амурская область";"Завитинский";"Завитинск";;;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6450212818
"53723008";"Земельный участок";"28:15:011003";3000;"Договор купли-продажи";"10.2013";"10.2013";409668,67;136,56;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10230836001";"Амурская область";"Константиновский";;"Новопетровка";;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6450212837
"552002";"Земельный участок";"28:23:010703";1546;"Договор купли-продажи";"09.2011";"10.2011";338860,37;219,19;"1/5";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"10247844001";"Амурская область";"Серышевский";;"Поляна";"Советская";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2002";"Не указан";"Не указан";"Сделка";6450212840
"135629002";"Земельный участок";"28:09:020104";2895;"Договор купли-продажи";"03.2014";"03.2014";199405,85;68,88;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"10208808003";"Амурская область";"Белогорский";;"Междугранка";;;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6450212855
"21407004";"Земельный участок";"28:12:010219";1998;"Договор купли-продажи";"07.2008";"08.2008";1000000,00;500,50;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"10221501000";"Амурская область";"Завитинский";"Завитинск";;;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6450212858
"53011001";"Земельный участок";"28:10:021021";1132;"Договор купли-продажи";"06.2011";"06.2011";50000,00;44,17;"1/2";"Земли населенных пунктов";"Для размещения объектов, характерных для населенных пунктов";;;"Ипотека";;;"10211808001";"Амурская область";"Благовещенский";;"Волково";"Рабочий";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6450212865
"9880111";"Земельный участок";"28:16:015242";1331;"Договор купли-продажи";"04.2010";"04.2010";800000,00;601,05;;"Земли населенных пунктов";;;;"Ипотека";;;"10231551000";"Амурская область";"Магдагачинский";;"Магдагачи";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6450212869
