"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"150713";"Земельный участок";"14:15:150008";1182;"Договор купли-продажи";"02.2009";"02.2009";205,10;0,17;;"Земли населенных пунктов";;;;"Без обременения";;;"98229815001";"Республика Саха (Якутия)";"Мегино-Кангаласский";;;"Н.П.Докторова";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6448938963
"17391021";"Земельный участок";"14:32:090101";60;"Договор купли-продажи";"02.2009";"02.2009";67,80;1,13;;"Земли населенных пунктов";;;;"Без обременения";;;"98244803001";"Республика Саха (Якутия)";"Хангаласский";;"Бестях";"Центральная";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6448938964
"28737020";"Земельный участок";"14:27:005001";2617;"Договор купли-продажи";"05.2015";"05.2015";419779,00;160,40;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98204830001";"Республика Саха (Якутия)";"Таттинский";;"Дебдирге";"им Ф.А.Унарова";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6448938973
"13378024";"Земельный участок";"14:11:010001";1608;"Договор купли-продажи";"12.2010";"12.2010";800000,00;497,51;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Без обременения";;;"98220805001";"Республика Саха (Якутия)";"Горный";;"Бясь-Кюель";"Кобяйский";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6448938974
"14549008";"Земельный участок";"14:07:070001";2300;"Договор купли-продажи";"08.2013";"08.2013";409000,00;177,83;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98214823001";"Республика Саха (Якутия)";"Верхневилюйский";;"Андреевский";"Поповича";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6448938975
"9144201";"Земельный участок";"14:36:102029";1200,22;"Договор купли-продажи";"07.2014";"07.2014";1870000,00;1558,05;;"Земли населенных пунктов";;;;"Ипотека";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6448938977
"195097001";"Земельный участок";"14:36:103020";6031;"Договор купли-продажи";"08.2012";"08.2012";599528,65;99,41;;"Земли населенных пунктов";;;;"Без обременения";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6448939008
"6051042";"Земельный участок";"14:35:107001";809;"Договор купли-продажи";"10.2011";"10.2011";2228,80;2,76;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Без обременения";;;"98401554000";"Республика Саха (Якутия)";;"Якутск";"Жатай";"Строителей";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6448939011
"39837021";"Земельный участок";"14:32:070101";1847;"Договор купли-продажи";"05.2012";"05.2012";472000,00;255,55;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98244825001";"Республика Саха (Якутия)";"Хангаласский";;"Улахан-Ан";"Григорьева";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6448939012
"300252001";"Земельный участок";"14:36:108038";1500;"Договор купли-продажи";"12.2012";"12.2012";119,88;0,08;;"Земли населенных пунктов";;;;"Без обременения";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;"Покровское";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6448939014
"5684010";"Земельный участок";"14:21:130002";1282;"Договор купли-продажи";"06.2013";"07.2013";408960,50;319,00;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98226845001";"Республика Саха (Якутия)";"Нюрбинский";;"Антоновка";"Строительная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6448939027
"28510014";"Земельный участок";"14:33:013005";2051;"Договор купли-продажи";"06.2013";"06.2013";409000,00;199,41;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98258870001";"Республика Саха (Якутия)";"Чурапчинский";;"Чурапча";"Лазарева";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2012";"Не указан";"Не указан";"Сделка";6448939032
"299013";"Земельный участок";"14:04:004002";841;"Договор купли-продажи";"06.2013";"08.2013";600000,00;713,44;;"Земли населенных пунктов";;;;"Ипотека";;;"98208832001";"Республика Саха (Якутия)";"Амгинский";;"Амга";"Матросова";;12;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6448939035
"27040001";"Земельный участок";"14:36:106081";537;"Договор купли-продажи";"08.2014";"08.2014";6546,03;12,19;;"Земли населенных пунктов";;;;"Без обременения";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6448939038
"299013";"Земельный участок";"14:04:004002";841;"Договор купли-продажи";"06.2013";"08.2013";600000,00;713,44;;"Земли населенных пунктов";;;;"Ипотека";;;"98208832001";"Республика Саха (Якутия)";"Амгинский";;"Амга";"Матросова";;12;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2004";"Не указан";"Не указан";"Сделка";6448939039
"188956001";"Земельный участок";"14:36:102011";1000;"Договор купли-продажи";"04.2011";"04.2011";800000,00;800,00;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;"Тэкки Одулока";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6448939062
"607079001";"Земельный участок";"14:36:106034";401;"Договор купли-продажи";"10.2013";"10.2013";802,77;2,00;;"Земли населенных пунктов";;;;"Без обременения";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;"Сергеляхское";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6448939066
"18972031";"Земельный участок";"14:04:001003";2487;"Договор купли-продажи";"06.2011";"07.2011";327000,00;131,48;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"98208805001";"Республика Саха (Якутия)";"Амгинский";;"Абага";"Н.Цеева";;9;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6448939070
