"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"13367020";"Земельный участок";"14:27:011001";2283;"Договор купли-продажи";"05.2014";"05.2014";429408,50;188,09;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98204850001";"Республика Саха (Якутия)";"Таттинский";;"Кыйы";"Н.П. Григорьева";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6449181869
"1740215";"Земельный участок";"14:29:120002";3620,55;"Договор купли-продажи";"08.2013";"08.2013";409000,00;112,97;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"98252855001";"Республика Саха (Якутия)";"Усть-Алданский";;"Бейдинга";;;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6449181874
"4130020";"Земельный участок";"14:27:009001";2170,95;"Договор купли-продажи";"01.2015";"01.2015";802800,00;369,79;"1/5";"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"98204840001";"Республика Саха (Якутия)";"Таттинский";;"Харбалах";"Новый Квартал";;5;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449181875
"257420";"Земельный участок";"14:27:008003";1747,77;"Договор купли-продажи";"12.2012";"12.2012";850000,00;486,33;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"98204845001";"Республика Саха (Якутия)";"Таттинский";;;"Андросовой-Ионовой";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2006";"Не указан";"Не указан";"Сделка";6449181880
"168629001";"Земельный участок";"14:36:104029";1451;"Договор купли-продажи";"06.2015";"06.2015";1500000,00;1033,77;;"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;"Вилюйский";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6449181887
"20286014";"Земельный участок";"14:33:006001";2823;"Договор купли-продажи";"12.2010";"01.2011";312000,00;110,52;"1/6";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98258820001";"Республика Саха (Якутия)";"Чурапчинский";;"Килянки";"Дорожная";;6;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6449181898
"24918011";"Земельный участок";"14:14:100011";2498;"Договор купли-продажи";"08.2011";"08.2011";365698,40;146,40;"1/5";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98227000000";"Республика Саха (Якутия)";"Ленский";;"Чамча";"Клубный";;10;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6449181902
"40885023";"Земельный участок";"14:18:060002";1206;"Договор купли-продажи";"09.2014";"10.2014";459408,50;380,94;"1/5";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98235825001";"Республика Саха (Якутия)";"Намский";;"Намцы";;;10;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2013";"Не указан";"Не указан";"Сделка";6449181932
"5684010";"Земельный участок";"14:21:130002";1282;"Договор купли-продажи";"06.2013";"07.2013";408960,50;319,00;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98226845001";"Республика Саха (Якутия)";"Нюрбинский";;"Антоновка";"Строительная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449181934
"1002742001";"Земельный участок";"14:36:102065";600;"Договор купли-продажи";"06.2015";"06.2015";2000000,00;3333,33;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6449181941
